날짜,운동,학습,건강,자기계발,식습관
2025-06-12,유산소 운동 30분,데이터사이언스개론 시험 대비,컨디션 좋음,온라인 강의 시청,"카페인 2잔과 점심, 저녁 골고루 챙김"
