날짜,운동,학습,건강,자기계발,식습관
2025-06-15,유산소 운동 1시간,풍전 발전량 공모전 관련 도메인 지식 학습,컨디션 좋음,학습 내용과 동일,불규칙하되 삼시세끼 챙김
